dataset,filename,file_path,class,split,mfcc_s1_1_mean,mfcc_s1_1_std,mfcc_s1_2_mean,mfcc_s1_2_std,mfcc_s1_3_mean,mfcc_s1_3_std,mfcc_s1_4_mean,mfcc_s1_4_std,mfcc_s1_5_mean,mfcc_s1_5_std,mfcc_s1_6_mean,mfcc_s1_6_std,mfcc_s1_7_mean,mfcc_s1_7_std,mfcc_s1_8_mean,mfcc_s1_8_std,mfcc_s1_9_mean,mfcc_s1_9_std,mfcc_s1_10_mean,mfcc_s1_10_std,mfcc_s1_11_mean,mfcc_s1_11_std,mfcc_s1_12_mean,mfcc_s1_12_std,mfcc_s1_13_mean,mfcc_s1_13_std,mfcc_s2_1_mean,mfcc_s2_1_std,mfcc_s2_2_mean,mfcc_s2_2_std,mfcc_s2_3_mean,mfcc_s2_3_std,mfcc_s2_4_mean,mfcc_s2_4_std,mfcc_s2_5_mean,mfcc_s2_5_std,mfcc_s2_6_mean,mfcc_s2_6_std,mfcc_s2_7_mean,mfcc_s2_7_std,mfcc_s2_8_mean,mfcc_s2_8_std,mfcc_s2_9_mean,mfcc_s2_9_std,mfcc_s2_10_mean,mfcc_s2_10_std,mfcc_s2_11_mean,mfcc_s2_11_std,mfcc_s2_12_mean,mfcc_s2_12_std,mfcc_s2_13_mean,mfcc_s2_13_std,mfcc_s3_1_mean,mfcc_s3_1_std,mfcc_s3_2_mean,mfcc_s3_2_std,mfcc_s3_3_mean,mfcc_s3_3_std,mfcc_s3_4_mean,mfcc_s3_4_std,mfcc_s3_5_mean,mfcc_s3_5_std,mfcc_s3_6_mean,mfcc_s3_6_std,mfcc_s3_7_mean,mfcc_s3_7_std,mfcc_s3_8_mean,mfcc_s3_8_std,mfcc_s3_9_mean,mfcc_s3_9_std,mfcc_s3_10_mean,mfcc_s3_10_std,mfcc_s3_11_mean,mfcc_s3_11_std,mfcc_s3_12_mean,mfcc_s3_12_std,mfcc_s3_13_mean,mfcc_s3_13_std,delta_1_mean,delta_1_std,delta_2_mean,delta_2_std,delta_3_mean,delta_3_std,delta_4_mean,delta_4_std,delta_5_mean,delta_5_std,delta_6_mean,delta_6_std,delta_7_mean,delta_7_std,delta_8_mean,delta_8_std,delta_9_mean,delta_9_std,delta_10_mean,delta_10_std,delta_11_mean,delta_11_std,delta_12_mean,delta_12_std,delta_13_mean,delta_13_std,delta2_1_mean,delta2_1_std,delta2_2_mean,delta2_2_std,delta2_3_mean,delta2_3_std,delta2_4_mean,delta2_4_std,delta2_5_mean,delta2_5_std,delta2_6_mean,delta2_6_std,delta2_7_mean,delta2_7_std,delta2_8_mean,delta2_8_std,delta2_9_mean,delta2_9_std,delta2_10_mean,delta2_10_std,delta2_11_mean,delta2_11_std,delta2_12_mean,delta2_12_std,delta2_13_mean,delta2_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std
animal,animal_sounds_ggquang_1-81269-A.wav,data/processed/audio/Cow/animal_sounds_ggquang_1-81269-A.wav,Cow,validation,-134.26067,34.543663,66.118904,4.821103,-24.128689,13.46111,16.47568,4.375499,-2.2949007,5.045217,0.45544043,7.7955346,-6.907523,2.8919349,-15.7818985,7.3582516,-1.6625776,3.177147,-7.2087364,6.025747,-11.277659,6.9100733,-12.833993,6.0714984,-10.656024,4.5993786,-222.02495,94.18967,54.39967,20.925846,-9.605558,10.566693,6.234751,11.281101,-4.7701087,6.217905,7.1914353,7.996826,-5.245138,5.336438,-3.6133945,6.617881,-1.5151057,4.278023,-5.03631,9.790939,-6.2893624,7.9799185,-5.2738123,7.5006595,-2.8263965,4.2924733,-409.74786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2319067,6.426602,-0.5102655,2.3174,-0.18989348,1.7423538,-0.1125016,0.8393463,0.10439379,0.9250662,-0.21687438,1.2345709,-0.0068104737,0.5130336,-0.02144172,0.7913526,-0.020974435,0.5774098,-0.07624427,1.0046262,-0.08654393,0.9840664,0.019893639,0.6822557,0.053202797,0.7496294,-0.13607387,2.0493317,0.030295068,1.1010875,0.038384072,0.5095579,-0.011061203,0.34596586,-0.025279038,0.4686824,0.030551335,0.45021063,-0.0017228514,0.28853914,-0.04858217,0.4860849,-0.02076821,0.387556,-0.014438413,0.46848792,0.027556503,0.4493074,0.002005424,0.3302768,0.009803939,0.43925744,894.2600053804416,694.3839782940497,912.3903138616089,704.7831623543776,1828.9930555555557,1442.8376703505246,0.04796006944444445,0.04455988741080374,0.040908474,0.05179969
animal,animal_sounds_caoofficial_cat_70.wav,data/processed/audio/Cat/animal_sounds_caoofficial_cat_70.wav,Cat,validation,-169.62936,75.13763,27.139128,20.271645,2.716941,16.828854,6.9309487,10.516074,11.713531,5.6767974,11.852162,6.0487766,18.786303,10.968281,22.366302,10.805858,14.560682,11.577987,2.0702367,9.037477,-4.551748,12.726525,5.3461356,8.6334715,10.701789,10.236994,-388.68668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-388.68668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71885633,7.9231977,-0.23976947,2.549638,-0.24157879,1.6461482,-0.20191242,1.352788,-0.13674442,0.7734368,-0.12465339,0.88127226,-0.09120722,1.4905374,-0.05741172,1.0301235,-0.03843585,1.6417997,-0.046120726,1.1153654,-0.035957735,1.2906569,-0.10310315,1.1659275,-0.04269151,0.998261,0.051034797,1.8396292,0.07639261,1.1815257,-0.08839906,0.8961459,-0.05770915,0.8148363,-0.04286285,0.57754374,-0.030999837,0.565754,-0.033143222,0.71011287,-0.019098442,0.35638493,0.0068051512,0.98057294,-0.000107893866,0.7091347,0.0070389756,0.7236385,-0.041215543,0.61756045,-0.032523394,0.46185872,477.79086524904716,780.4956952780697,635.581082383059,908.7510331420577,1058.0357142857142,1764.457904960407,0.025894407242063492,0.060413436192803045,0.041517507,0.077935375
animal,animal_sounds_caoofficial_cat_173.wav,data/processed/audio/Cat/animal_sounds_caoofficial_cat_173.wav,Cat,validation,-225.46725,101.693985,2.7621045,9.693624,-26.077335,25.1973,-8.94975,7.80099,-7.577286,8.4951935,-5.3720207,7.2079263,-2.7575905,5.6797113,11.513374,14.098938,13.067101,11.512415,18.692776,16.584856,0.12270852,6.9384575,-12.793277,13.259057,-10.991169,10.378246,-349.40256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-349.40256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8847208,5.4937844,-0.04408436,1.1813657,0.5989722,1.2048967,0.0802749,0.49641594,0.0044800173,0.7653196,0.03556289,0.7792277,0.14622077,0.6349199,0.03690762,1.3283331,-0.27711585,0.76398367,-0.25270426,0.87989694,-0.09814376,0.6629465,0.007203853,1.1730403,0.121054515,0.77806515,-0.16428782,2.1740994,0.096888356,0.7713493,0.010804996,0.4058646,0.022697827,0.19346994,-0.017381422,0.29364902,-0.007945314,0.3459911,0.043150395,0.3843785,0.06924112,0.5623028,0.043670293,0.3772757,-0.03784289,0.3258185,-0.078529336,0.58053905,-0.044133134,0.5049485,0.05137539,0.3232537,380.7603226492795,749.839124584564,293.0527219782319,587.8250550177557,594.3700396825396,1215.2240292718218,0.028824094742063492,0.058447306627762284,0.037463915,0.09000076
animal,animal_sounds_caoofficial_inek_20.wav,data/processed/audio/Cow/animal_sounds_caoofficial_inek_20.wav,Cow,validation,-132.64938,44.13967,90.94112,16.230001,-51.619553,17.211576,12.9838705,9.435193,-35.783833,7.376864,6.0536146,4.6702976,-23.911724,7.8102875,5.3004785,2.423945,-11.651712,4.2558527,-1.1187918,4.279196,3.3464437,4.095258,-5.5195,3.391656,10.330762,4.477188,-396.70233,80.058075,9.771375,27.61954,-3.0057747,8.613139,2.99103,8.358007,-1.921652,5.8624697,1.765001,4.8654637,-1.7390622,5.0624046,1.6991504,4.7604346,0.021404967,1.5634985,-0.03558456,0.9865317,0.0058432193,0.492448,-0.76449895,2.7175498,0.27918902,0.9902109,-425.52545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5128797,9.996931,-0.483836,3.501471,0.07183761,2.241347,-0.252448,1.197563,0.08575557,1.3068007,-0.12105685,0.68083054,0.14364527,0.9504059,-0.048142478,0.6059361,0.012023223,0.6102321,-0.07137498,0.3588164,-0.08398471,0.40264547,0.015830014,0.46163416,-0.026825951,0.47489795,-0.043103945,3.2826355,0.00552224,1.2718201,0.018045938,0.70283175,-0.015584946,0.7006556,0.04151413,0.35864714,0.063506246,0.43833825,-0.0051712547,0.3254222,-0.021518009,0.36952126,0.036902457,0.31112766,0.009587961,0.2249572,0.0065446696,0.20952411,0.01769609,0.28026742,-0.023626156,0.25624955,456.1132008880688,597.1840281834901,402.48150237216595,543.812034766089,831.5972222222222,1142.088185663248,0.032505580357142856,0.04457629858231453,0.033637613,0.052702133
animal,animal_sounds_caoofficial_Kus_73.wav,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_73.wav,Bird,validation,-318.19717,85.432785,-39.209747,34.604156,-13.316447,14.208086,15.859323,11.8218155,-6.3461127,6.3685727,10.070268,8.297036,-14.661075,10.531904,6.0170817,4.3174925,5.2524056,4.8242936,-4.464586,4.362781,1.5868928,2.7936459,7.2546444,5.3281007,-4.3659534,3.6588895,-450.33435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-450.33435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3071082,5.8957696,0.35438687,2.141839,0.18380588,0.7660766,-0.16919093,0.77639323,0.08902753,0.49509385,-0.13445215,0.50679183,0.14464672,0.6515816,-0.066409305,0.26765403,-0.055606265,0.29750293,0.029304221,0.31137896,-0.001232497,0.16657971,-0.093921855,0.33493376,0.038888015,0.26163694,-0.27685457,3.6417277,0.16318434,1.9964774,0.012480378,0.83190805,-0.006760374,0.54562974,-0.012499798,0.4556649,-0.033267595,0.5036064,0.066316545,0.51837164,-0.042691946,0.27773145,-0.018570397,0.22841488,0.029004108,0.2670344,0.014511987,0.17030536,-0.062397745,0.38170505,0.022924475,0.18003596,1012.9191550618203,1703.8901659697638,356.70142390629223,610.140155088017,1378.968253968254,2326.3290523069318,0.12236483134920635,0.21134118976351615,0.0067595397,0.019938197
animal,animal_sounds_caoofficial_esek_20.wav,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_20.wav,Donkey,validation,-129.05212,80.09836,82.97054,37.14183,-36.007015,18.573078,12.728665,13.377253,-17.525913,10.698392,8.716595,9.567633,-12.631628,6.1831784,-0.7357532,7.548563,6.836262,9.673584,-6.5985804,4.799511,4.9920588,7.9144344,-10.141536,6.5328364,0.26772982,5.409111,-194.77899,108.7314,62.04491,49.2723,-19.894714,20.451654,9.536674,12.244384,-11.373573,9.345483,4.928525,8.346611,-8.155495,7.171986,-0.7624246,4.8662224,4.35394,5.6176543,-4.9139986,4.8740788,3.4952655,5.9932704,-6.1647077,5.309221,-1.3187467,3.743698,-337.86566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3647996,13.042222,0.048729096,5.422491,-0.0954114,3.2701623,0.079199396,2.177155,-0.050094817,1.4897829,0.077048406,1.4542046,-0.022985613,0.95140845,-0.05078488,1.1004332,0.032847248,1.2569898,-0.043266132,0.7721906,0.038469527,1.0844074,-0.017379677,0.8815223,-0.010145611,0.7006962,-0.23725455,5.0632515,-0.15811041,2.3664398,-0.024927657,1.5221846,-0.02096865,0.9303355,-0.018822769,0.79398084,0.018373376,0.61074454,0.05079454,0.52346134,-0.064615265,0.6938222,-0.052378215,0.55794215,-0.0028624667,0.43989825,0.009810395,0.5773248,-0.010051758,0.5961722,-0.009479792,0.6509716,743.9779370070526,766.8478807322272,590.8929155434046,606.5566214321723,1383.6805555555557,1511.9124310113061,0.0848756820436508,0.10572943439069583,0.09946703,0.14537916
animal,animal_sounds_caoofficial_cat_101.wav,data/processed/audio/Cat/animal_sounds_caoofficial_cat_101.wav,Cat,validation,-173.60632,15.97734,33.76451,7.1205454,-9.740026,4.4293613,2.5333312,2.5698593,-5.864169,2.760578,1.9862927,3.4859197,-3.991263,3.0192566,1.0512,3.4201531,-2.3655002,2.677752,-0.32795605,2.6375024,-2.7105582,2.1861126,-0.14821447,2.1429112,-1.7803252,2.438025,-143.70804,43.853363,30.871298,13.520049,-18.143711,20.236013,-6.420864,15.081193,-3.6125295,7.2805853,-0.06225175,6.008547,-4.2698727,4.715585,0.2967191,7.0763955,-1.3477212,4.190732,-4.424644,8.7279215,-6.872722,8.222139,-2.3735545,6.6298733,-3.8814905,6.4561124,-122.420296,33.8508,36.92227,18.722286,-18.726341,17.948887,-8.48037,8.024029,-14.994265,7.2723265,-8.828656,4.5143075,-16.276987,3.840318,1.8311574,13.859063,-6.608054,4.922845,-12.421852,9.053171,-9.982181,6.507905,-4.427213,7.397807,-8.754255,8.5238905,0.50604427,4.8514824,0.16058187,1.9394486,0.121628836,2.0090454,-0.005096814,1.4736133,-0.009419254,1.1402061,-0.005835813,0.6356025,-0.0896566,0.71741676,-0.11860858,1.424416,-0.05987442,0.7238729,-0.003386013,0.9112309,-0.008699367,0.8574488,-0.009194678,0.7388016,-0.012019618,1.1847795,-0.006293241,1.9548855,0.028872201,0.95387965,0.0059376773,0.9088069,-0.00128249,0.92929584,0.008719223,0.59276444,-0.023881715,0.5248945,0.036161568,0.48916855,0.0023083328,0.7074651,0.01340565,0.43219456,0.031859096,0.38571638,0.022720473,0.47641024,-0.019185282,0.39652193,0.008963812,0.5494074,2113.9602115453163,447.2174177895591,1818.4621316978175,232.75924003057307,4143.601190476191,936.8088438678298,0.17320808531746032,0.06773097774529753,0.090532504,0.13653791
animal,animal_sounds_caoofficial_cat_186.wav,data/processed/audio/Cat/animal_sounds_caoofficial_cat_186.wav,Cat,validation,-204.44865,156.79153,3.9868615,8.827521,-10.398598,9.458203,-3.2078075,6.326413,-0.9716935,2.266963,-5.9906306,6.0356545,-6.109078,7.3592424,2.0142925,6.754447,4.5926514,7.734294,11.719102,10.937819,9.118381,12.469994,-0.7852313,8.30316,-7.2652783,9.10028,-394.5593,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-394.5593,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101012744,14.9081955,-0.123151645,1.0259908,-0.026968326,0.8824304,0.04680208,0.7378194,0.013097038,0.23512383,-0.0033107514,0.5824561,-0.05963056,0.8466585,-0.08236618,0.6316948,-0.07077168,0.881888,0.034769975,1.030272,0.070942424,1.1635486,0.044436928,0.95158625,-0.08336203,1.0780646,-0.8054568,4.6856937,-0.08421736,0.73504734,0.020860652,0.22178642,0.031210428,0.36359462,0.017190445,0.18315549,0.03372194,0.20189427,-0.01653578,0.38048387,-0.10113732,0.67220026,-0.11103099,0.6465526,-0.021906015,0.30001205,0.040882148,0.50616276,0.09314414,0.6316708,-0.021232529,0.5477703,670.698385189792,1221.751608293101,510.0462558885444,917.5773074028998,1337.3015873015872,2412.2233676041974,0.048370845734126984,0.09669484960916885,0.044629574,0.09900019
animal,animal_sounds_caoofficial_dog_137.wav,data/processed/audio/Dog/animal_sounds_caoofficial_dog_137.wav,Dog,validation,-82.67642,21.614359,92.69174,9.127321,-6.6367636,10.471699,0.63831055,6.9548,-12.897667,6.8668613,-10.9811,5.238284,-11.681892,5.631482,2.7780554,4.584729,-5.9630027,4.9956837,-2.062653,5.6454606,-2.5695443,5.288581,-9.547661,4.6650357,-10.784795,7.2072973,-88.43531,21.180891,98.77723,7.220486,-6.5606866,9.291536,-0.82920176,6.6371927,-11.992334,8.5517645,-12.134038,4.6821837,-9.436415,5.163539,1.8377928,2.7878773,-8.903142,3.8565414,-5.7467303,3.8128908,-3.1097605,2.7371159,-7.024819,3.1005058,-9.079811,5.08836,-97.80636,29.124287,92.82628,12.325244,-8.020259,11.175973,3.4977152,10.8106165,-3.6608944,10.179739,-10.376487,6.324382,-11.83364,4.959391,-2.350931,3.9629455,-9.376436,4.584276,-8.6827,4.3050447,-5.747282,4.0752974,-2.3688617,4.614335,-2.3246374,5.5417905,-0.52099,4.8334246,-0.0077767964,1.8751043,0.06895812,2.1955278,0.069646694,1.7294352,0.16798997,1.6562526,-0.0204048,1.0613359,-0.037268557,1.0934799,-0.008119844,0.70125973,-0.03394105,0.9574701,-0.05891629,0.88476115,-0.012459098,0.7634269,0.009032754,0.66265273,0.011287364,1.025816,-0.4945694,3.3101578,-0.14076889,1.1938726,0.1919728,1.2439742,0.025070751,0.99380225,-0.002009626,1.1378618,0.06636902,0.66723156,0.038424887,0.55179465,0.010941551,0.4811286,0.045829915,0.63252753,0.0604338,0.6239165,0.07246508,0.51076293,0.0324855,0.4449722,-0.032919645,0.5511068,866.48089042749,103.47544747330517,1001.30171080849,198.75994287234465,1350.6944444444443,390.01716376925265,0.06754557291666667,0.011347131178430753,0.24386352,0.11371063
animal,animal_sounds_caoofficial_dog_158.wav,data/processed/audio/Dog/animal_sounds_caoofficial_dog_158.wav,Dog,validation,-197.97026,106.09178,27.523495,24.701338,-28.898531,24.006918,-12.413885,14.67567,-9.096347,9.050647,-2.931257,6.156768,3.9123833,6.198398,2.540971,9.646733,0.45895472,6.3015285,-2.7869139,5.9630156,-2.0707989,5.2751384,5.5005617,10.249791,2.048097,10.813477,-333.60132,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-333.60132,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8056662,11.06838,-0.2366276,2.2155771,0.42015558,2.3494327,0.19411962,1.6613085,0.18335739,1.033806,-0.018440243,0.5160406,-0.08677806,0.6834315,0.0075380006,1.026915,0.031202566,0.6746988,0.047184616,0.739944,0.019212188,0.33272126,-0.002885194,1.0602171,0.049498696,0.84978056,-0.4092148,6.226992,0.11908435,2.037357,0.15028696,1.8071725,0.090107225,1.2190893,0.045029223,0.7429568,-0.018836219,0.54503316,0.0032434275,0.46536732,0.06680575,0.9044079,0.044635862,0.57817554,-0.0015810274,0.5134026,-0.06361914,0.46586692,-0.11094299,1.0447955,-0.09884329,1.1470288,406.4604804405555,747.7772210788495,320.01806513594363,580.7363246594829,640.3769841269841,1196.523167441499,0.03545076884920635,0.06848164264910322,0.03912587,0.107320376
animal,animal_sounds_ggquang_3-126358-B.wav,data/processed/audio/Cow/animal_sounds_ggquang_3-126358-B.wav,Cow,validation,-151.7739,11.179985,98.12993,4.67885,-23.170456,8.199484,-4.4548397,4.930341,-4.917184,5.371921,4.083623,4.6378784,9.632133,4.657519,9.854744,4.0123014,-3.8250225,2.5982475,-4.582415,3.8079674,-5.685416,4.0502205,-5.6780887,6.360059,-2.2515602,5.996811,-205.56322,77.76632,74.900665,25.97337,-10.721935,9.962445,6.9415975,6.942146,3.7965462,4.9692154,5.4095745,3.6291227,5.292891,5.201495,4.692873,6.2545276,1.3659784,2.682202,-0.8883039,2.5314586,-1.376975,2.7449415,-1.3597723,3.4609187,-0.27955985,4.56381,-422.12128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9859769,7.795322,-0.7751678,2.9799912,0.07718685,0.8924803,0.01735518,0.8549364,-0.007061012,0.68772274,0.036853936,0.6610334,-0.09016611,0.79477733,-0.06876266,0.7748684,0.060492072,0.37303412,0.019638978,0.36731857,-0.008714366,0.49051583,-0.0032725146,0.5532469,0.031902667,0.7512829,-0.0261863,3.4817991,0.014161352,1.3772678,-0.0079801595,0.49391347,-0.00363531,0.48646545,-0.0008836001,0.3874821,0.016019277,0.4027263,-0.008474233,0.39421695,0.0049349493,0.4642309,0.0012840525,0.26488593,-0.007971575,0.20990567,0.004132479,0.24118762,-0.011597138,0.3425588,-0.000117930154,0.38300604,638.0851631767249,500.7694298220772,692.8670429924416,559.658601229814,1066.592261904762,897.9595186684666,0.047417534722222224,0.040369937487588096,0.03025617,0.030537568
animal,animal_sounds_caoofficial_esek_2.wav,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_2.wav,Donkey,validation,-107.738884,31.050266,102.07658,19.348347,-70.18219,12.625243,22.398247,10.406384,-16.20873,9.030725,-10.710671,9.900094,13.138804,5.523832,-12.720039,6.5898857,14.167969,5.1172185,0.35030723,6.818068,-7.259116,5.585697,0.8822244,5.0537763,-13.994161,7.4352245,-352.60822,24.434149,1.723223,11.034013,-0.8216471,5.261108,0.41073775,2.630005,-0.21957983,1.4059972,2.7237904e-05,0.00017440769,0.2776009,1.7775129,-0.22303131,1.4280972,0.28033414,1.7950141,0.08741087,0.5597027,-0.08353385,0.53487766,-0.0019923165,0.01275705,-0.26215735,1.6786261,-356.4242,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5668125,8.544874,-0.7048606,3.860287,0.3805188,2.6501577,-0.1570328,1.0482588,0.036604803,1.2411301,0.078287534,0.8842617,-0.0068087154,0.790108,0.08863648,0.80826384,-0.16558532,0.5751606,-0.08460943,0.67413867,0.045471083,0.71049565,-0.05958825,0.65670216,0.07988293,0.88811576,-0.1738756,3.4719346,-0.014628005,1.5367545,0.0932363,1.1744009,-0.013344967,0.3767016,0.11001482,0.6761372,0.04942666,0.31122953,-0.04295541,0.34463072,0.022589104,0.45138976,-0.035837833,0.36839563,-0.055459958,0.5672259,-0.040146433,0.4299025,-0.0041132616,0.37993354,0.052453306,0.43996778,455.9170142914392,661.9393878915185,295.995576915865,416.7459564856609,744.2956349206349,1069.5063315868485,0.04696800595238095,0.07520028760745254,0.08087818,0.13367553
animal,animal_sounds_caoofficial_cat_20.wav,data/processed/audio/Cat/animal_sounds_caoofficial_cat_20.wav,Cat,validation,-184.80597,83.92463,45.08158,25.515263,-6.424323,19.699509,21.60789,8.994579,8.697283,5.2500997,12.408944,9.143458,6.924698,5.1772585,3.3578832,6.7086277,5.188914,3.5882215,0.0074505126,4.8802896,-1.1855726,7.142767,-1.2588966,5.391617,4.6727285,4.5783777,-358.33533,64.86421,17.759254,25.161554,4.4830103,6.5801396,8.672463,12.500294,3.4894216,5.120192,5.671853,8.205511,2.911377,4.3024974,2.7743428,4.131078,1.8023969,2.8216205,1.7875959,2.7654915,1.1343199,2.2058604,1.18875,2.212562,1.058423,1.6786431,-401.9051,3.0517578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2979903e-05,9.094947e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032030743,10.034917,-0.28019702,3.9016693,-0.23851989,2.0788484,-0.20196778,1.4372294,-0.16832897,0.708622,-0.0931156,1.2598302,-0.093279876,0.7246091,-0.08043227,0.7249475,-0.05117185,0.4571835,-0.0438662,0.52418965,-0.038789727,0.6589527,-0.04401667,0.6702818,-0.02954902,0.62633026,-0.13286772,2.4937432,-0.09810939,1.70272,0.031588856,0.81652117,-0.02352168,0.8381343,-0.016879715,0.38834256,-0.029814273,0.5337932,-0.022141567,0.4514161,-0.013126056,0.37308207,-0.008755411,0.27721846,-0.0068726973,0.29762095,0.0025195237,0.2787313,-0.009465581,0.40635365,-0.024104685,0.40121996,373.87489022968464,558.6218035450356,586.7833043614921,672.311730082932,642.7331349206349,1008.8839803229486,0.019166976686507936,0.04716085382398705,0.043782998,0.06826323
animal,animal_sounds_caoofficial_koyun_2.wav,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_2.wav,Sheep,validation,-131.40588,106.24462,25.859812,11.104165,-70.91184,30.994923,36.16966,17.352463,-39.5896,16.814169,15.440096,7.8906007,-3.8255544,8.945499,8.595884,5.324812,-1.6001456,6.5430913,-8.942396,4.693904,3.5682325,5.129941,3.2050302,3.8762832,7.6836753,5.0100684,-379.71103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.71103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6787644,11.56401,-0.17838736,1.3330253,0.17745554,3.3306563,-0.0729871,1.6476167,0.16129993,1.9485632,-0.003069365,0.8400217,-0.05958572,0.7822169,-0.017012332,0.75768775,-0.06009952,0.72479206,0.0008736319,0.5482578,-0.060092866,0.5138878,-0.026132133,0.36314967,-0.00029966567,0.50921816,-0.8377464,4.3761835,-0.11787577,0.7817321,0.26315218,1.2304862,-0.10396627,0.54935604,0.13793243,0.8790683,-0.023642723,0.21491241,-0.012675544,0.395103,-0.034252908,0.38785055,-0.005454124,0.36380792,0.013678598,0.17049642,-0.030266965,0.32347748,-0.0052352124,0.3085114,-0.0059194677,0.26750302,759.7862252200931,1162.565285480373,342.8544877840213,537.5955924080206,1122.1478174603174,1725.4585895771113,0.07996186755952381,0.12525705259660966,0.060137693,0.10692647
