dataset,file_path,class,split
animal,data/processed/audio/Cow/animal_sounds_ggquang_2-103423-A.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_5-194899-A.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (51).wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_84.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_86.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_36.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (49).wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_38.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_171.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_53.wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_1-15689-A.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (96).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_17.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_130.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_2-103427-A.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_45.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (98).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_77.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_56.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_11.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_5-156026-A.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_4-213915-C.wav,Cow,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_34.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_191.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (28).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_30 (2).wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_inek_31.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (22).wav,Bird,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_31.wav,Lion,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_66.wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_162.wav,Cat,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_10.wav,Lion,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_12.wav,Frog,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_23.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_55.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_22.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_57.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_95.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (52).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_7 (3).wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (46).wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_5-194899-C.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_45.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_2-104877-A.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_85.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_37 (2).wav,Dog,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_9.wav,Monkey,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_41.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (34).wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_48.wav,Cow,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_11.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_27.wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_180.wav,Cat,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_22.wav,Sheep,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_108.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (20).wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_16.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_10.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_archivo (1).wav,Cow,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_12.wav,Lion,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_181.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_12 (2).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_10.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_7.wav,Frog,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_18.wav,Donkey,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_4-207124-A.wav,Dog,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_13.wav,Lion,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_1-32318-A.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_1.wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_197.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_45.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_inek_26.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_147.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (14).wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_175.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_5-237499-A.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_112.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_55.wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_35.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (31).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_19.wav,Dog,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_8.wav,Donkey,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (83).wav,Bird,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_27.wav,Sheep,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_47.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_157.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_47.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_1-30226-A.wav,Dog,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_21.wav,Monkey,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_38.wav,Lion,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_inek_29.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_25 (2).wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_139.wav,Cat,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_9.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_18.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_2-118964-A.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_49.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_17.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_22 (3).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_39.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_141.wav,Dog,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_14.wav,Monkey,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_archivo (4).wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (26).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_70.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_60.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_inek_40.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_24.wav,Cow,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_24.wav,Lion,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_23.wav,Lion,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_6.wav,Lion,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_64.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_50.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_27.wav,Frog,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_14.wav,Donkey,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_12.wav,Dog,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_14.wav,Lion,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_23.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_32 (2).wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_42.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_124.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_44.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_2.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_4-184575-A.wav,Dog,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_20.wav,Lion,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_169.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_12.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_28.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (29).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (69).wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_35.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_1-30344-A.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_67.wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_21.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_74.wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (67).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_15 (3).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_3-163459-A.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_152.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_1-85362-A.wav,Dog,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_24.wav,Sheep,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_59.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_3-71964-C.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_6.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_103.wav,Cat,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_159.wav,Cat,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_33.wav,Sheep,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_198.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_40.wav,Frog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_125.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_46.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_38.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_19 (2).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_186.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_20.wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_127.wav,Cat,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_10.wav,Sheep,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_35.wav,Dog,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_3.wav,Donkey,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_3.wav,Frog,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_5.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_166.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_132.wav,Cat,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_113.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_4-191687-A.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_200.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_162.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_22.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_43.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_122.wav,Cat,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_2.wav,Lion,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_58.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_24.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_82.wav,Cat,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_17.wav,Donkey,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (88).wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_inek_32.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_75.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_31.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_38 (2).wav,Dog,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_25.wav,Donkey,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (6).wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_13.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_1 (2).wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_29.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_1.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_4-194754-A.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_72.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_2-32515-B.wav,Frog,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_18.wav,Monkey,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_150.wav,Dog,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_15.wav,Donkey,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_24.wav,Cow,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_1-31836-A.wav,Frog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_80.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_5-189795-A.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_36.wav,Bird,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_16.wav,Monkey,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_30.wav,Chicken,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_29.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_27.wav,Dog,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_21.wav,Sheep,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_200.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_14.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_40.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_2-114587-A.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (75).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (41).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_18.wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_21.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_53.wav,Cat,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_9.wav,Lion,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_19.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_2-103426-A.wav,Cow,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_18.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_25.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_24.wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_7.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_13.wav,Cow,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_11.wav,Sheep,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_1-110389-A.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_136.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_6.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_41 (2).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_0.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_15.wav,Dog,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_10.wav,Monkey,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_41.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_42.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_3.wav,Cat,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_22.wav,Chicken,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_106.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_90.wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_33.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_26.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_127.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_133.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_29.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_1-69641-A.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (48).wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_80.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_9.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_50.wav,Cow,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_8.wav,Sheep,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_5-156026-D.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (70).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_30 (3).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_36 (2).wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_142.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_62.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_39.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_22.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_7.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_25.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_1-16568-A.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_archivo (5).wav,Cow,train
animal,data/processed/audio/Frog/animal_sounds_caoofficial_kurbaga_31.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (15).wav,Bird,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_9.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_159.wav,Dog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_21.wav,Frog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_75.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_171.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_40.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_28.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_31.wav,Dog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_83.wav,Bird,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_98.wav,Bird,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_2.wav,Monkey,train
animal,data/processed/audio/Donkey/animal_sounds_caoofficial_esek_4.wav,Donkey,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (68).wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_54.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_73.wav,Cat,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_8.wav,Monkey,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_86.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_1-18757-A.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_34.wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_32.wav,Frog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_12.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_Dog_33.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_33.wav,Cat,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_8.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_16.wav,Dog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_101.wav,Dog,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_1.wav,Sheep,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_155.wav,Dog,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_34.wav,Lion,train
animal,data/processed/audio/Sheep/animal_sounds_caoofficial_koyun_25.wav,Sheep,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_82.wav,Bird,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_Frog_18.wav,Frog,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_135.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_69.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_71.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_133.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_4-213915-A.wav,Cow,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_15.wav,Monkey,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_3-70962-B.wav,Frog,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_109_v2 (97).wav,Bird,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_26.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_1-77241-A.wav,Cow,train
animal,data/processed/audio/Dog/animal_sounds_ggquang_dog_4 (2).wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_37.wav,Cow,train
animal,data/processed/audio/Chicken/animal_sounds_caoofficial_tavuk_19.wav,Chicken,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_22.wav,Lion,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_3-126358-A.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_8.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_7.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_12.wav,Cow,train
animal,data/processed/audio/Bird/animal_sounds_caoofficial_Kus_40.wav,Bird,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_179.wav,Dog,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_1-69422-A.wav,Cow,train
animal,data/processed/audio/Cow/animal_sounds_caoofficial_inek_55.wav,Cow,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_30.wav,Lion,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_137.wav,Cat,train
animal,data/processed/audio/Cow/animal_sounds_ggquang_Cow_13.wav,Cow,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_97.wav,Cat,train
animal,data/processed/audio/Dog/animal_sounds_caoofficial_dog_184.wav,Dog,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_105.wav,Cat,train
animal,data/processed/audio/Cat/animal_sounds_caoofficial_cat_42.wav,Cat,train
animal,data/processed/audio/Monkey/animal_sounds_caoofficial_maymun_4.wav,Monkey,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_1-15689-B.wav,Frog,train
animal,data/processed/audio/Frog/animal_sounds_ggquang_kurbaga_34.wav,Frog,train
animal,data/processed/audio/Lion/animal_sounds_caoofficial_aslan_5.wav,Lion,train
